time(YYYY-MM-DD-HH);1-hour mean wind speed at 90m(m/s);Significant wave height(m);Zero-up-crossing period(s)
2014-03-21-16;11.4075;1.9402;5.0930
2014-03-21-17;10.9288;1.8995;5.1029
2014-03-21-18;10.1986;1.8332;5.1106
2014-03-21-19;9.2085;1.7480;5.1350
2014-03-21-20;8.6256;1.6569;5.1451
2014-03-21-21;9.5826;1.5831;4.9713
2014-03-21-22;11.1633;1.5562;4.4812
2014-03-21-23;12.1346;1.5781;4.1892
2014-03-22-00;12.9643;1.6117;4.1141
2014-03-22-01;13.2872;1.6402;4.1043
2014-03-22-02;13.5149;1.6535;4.1270
2014-03-22-03;13.6704;1.6583;4.1214
2014-03-22-04;13.4721;1.6413;4.1225
2014-03-22-05;15.0972;1.6932;4.0031
2014-03-22-06;16.1502;1.8031;4.0499
2014-03-22-07;16.1636;1.8868;4.1704
2014-03-22-08;16.4666;1.9722;4.2770
2014-03-22-09;16.4556;2.0431;4.3945
2014-03-22-10;18.6929;2.2551;4.4551
2014-03-22-11;17.5838;2.4680;4.8302
2014-03-22-12;14.9007;2.4214;5.1297
2014-03-22-13;12.8119;2.1998;5.1891
2014-03-22-14;11.4642;1.9491;5.0550
2014-03-22-15;11.6761;1.7681;4.8264
2014-03-22-16;11.6473;1.6607;4.6143
2014-03-22-17;10.9368;1.5621;4.5116
2014-03-22-18;9.6979;1.4436;4.4497
2014-03-22-19;9.2619;1.3356;4.3480
2014-03-22-20;10.1049;1.2833;4.1501
2014-03-22-21;11.1669;1.2876;3.9379
2014-03-22-22;11.7010;1.3003;3.8305
2014-03-22-23;12.7291;1.3330;3.6952
2014-03-23-00;13.9023;1.4218;3.6941
2014-03-23-01;13.8242;1.5026;3.8309
2014-03-23-02;13.9901;1.5651;3.9619
2014-03-23-03;14.3816;1.6282;4.0319
2014-03-23-04;14.0040;1.6506;4.1226
2014-03-23-05;13.5664;1.6335;4.1703
2014-03-23-06;13.1181;1.6009;4.1753
2014-03-23-07;12.5172;1.5616;4.1991
2014-03-23-08;10.6182;1.4708;4.2860
2014-03-23-09;11.1123;1.4001;4.2931
2014-03-23-10;11.4278;1.4208;4.2416
2014-03-23-11;10.8183;1.4617;4.3382
2014-03-23-12;10.9769;1.5116;4.4527
2014-03-23-13;11.5426;1.6051;4.5537
2014-03-23-14;11.5481;1.7099;4.7065
2014-03-23-15;10.8780;1.7706;4.9327
2014-03-23-16;10.5822;1.8089;5.1133
2014-03-23-17;10.5790;1.8856;5.3101
2014-03-23-18;9.9883;2.0009;5.6167
2014-03-23-19;9.5413;2.1094;5.9459
2014-03-23-20;10.4180;2.2213;6.1086
2014-03-23-21;11.9365;2.3956;6.1778
2014-03-23-22;11.8283;2.5682;6.2720
2014-03-23-23;11.4076;2.6573;6.4272
2014-03-24-00;11.7295;2.7056;6.5667
2014-03-24-01;11.9487;2.7213;6.6336
2014-03-24-02;11.6523;2.6904;6.5577
2014-03-24-03;11.2476;2.6204;6.5097
2014-03-24-04;11.2653;2.5495;6.4409
2014-03-24-05;11.2651;2.4951;6.3215
2014-03-24-06;11.4561;2.4558;6.1993
2014-03-24-07;11.6348;2.4240;6.0778
2014-03-24-08;11.7790;2.3931;5.9323
2014-03-24-09;11.7664;2.3583;5.8589
2014-03-24-10;11.4723;2.3170;5.8119
2014-03-24-11;11.0941;2.2698;5.7965
2014-03-24-12;10.7311;2.2187;5.7885
2014-03-24-13;10.6517;2.1690;5.7357
2014-03-24-14;10.9896;2.1297;5.6435
2014-03-24-15;11.3498;2.1045;5.5119
2014-03-24-16;11.3662;2.0818;5.4023
2014-03-24-17;11.2982;2.0523;5.3345
2014-03-24-18;11.1585;2.0114;5.2874
2014-03-24-19;11.3565;1.9704;5.1990
2014-03-24-20;11.6654;1.9376;5.0811
2014-03-24-21;11.8866;1.9099;4.9744
2014-03-24-22;11.4222;1.8626;4.9375
2014-03-24-23;10.5029;1.7825;4.9546
2014-03-25-00;9.2330;1.6797;4.9973
2014-03-25-01;7.9416;1.5719;5.0775
2014-03-25-02;6.9192;1.4728;5.1782
2014-03-25-03;6.5142;1.3883;5.2205
2014-03-25-04;6.6714;1.3191;5.1315
2014-03-25-05;6.8134;1.2619;4.9606
2014-03-25-06;6.5893;1.2102;4.8224
2014-03-25-07;6.0951;1.1584;4.7892
2014-03-25-08;5.6707;1.1072;4.8069
2014-03-25-09;5.4659;1.0594;4.7985
2014-03-25-10;5.1610;1.0145;4.7881
2014-03-25-11;4.5867;0.9712;4.8459
2014-03-25-12;4.3441;0.9307;4.8926
2014-03-25-13;4.5229;0.8949;4.8301
2014-03-25-14;4.7614;0.8648;4.6663
2014-03-25-15;4.8763;0.8407;4.4700
2014-03-25-16;5.1127;0.8244;4.2667
2014-03-25-17;5.0943;0.8148;4.1561
2014-03-25-18;4.8819;0.8093;4.1666
2014-03-25-19;6.1946;0.8163;3.9802
2014-03-25-20;9.6012;0.8860;3.3960
2014-03-25-21;12.2034;1.1330;3.3575
2014-03-25-22;12.0229;1.3351;3.8019
2014-03-25-23;10.5477;1.3741;4.1247
2014-03-26-00;10.3364;1.3554;4.2267
2014-03-26-01;10.7069;1.3669;4.2690
2014-03-26-02;11.9276;1.4589;4.3491
2014-03-26-03;12.9078;1.6146;4.4529
2014-03-26-04;13.8508;1.8097;4.5915
2014-03-26-05;14.1354;2.0406;4.8640
2014-03-26-06;14.4625;2.2520;5.1578
2014-03-26-07;14.4868;2.4220;5.4019
2014-03-26-08;12.5805;2.4710;5.6854
2014-03-26-09;9.1499;2.3867;6.0512
2014-03-26-10;6.1102;2.2405;6.4100
2014-03-26-11;4.9390;2.0883;6.5516
2014-03-26-12;6.4114;1.9661;6.6289
2014-03-26-13;9.0532;1.9049;6.7560
2014-03-26-14;11.0564;1.8981;6.3850
2014-03-26-15;11.7724;1.9305;5.1036
2014-03-26-16;11.8606;1.9378;4.8235
2014-03-26-17;11.4548;1.8848;4.7646
2014-03-26-18;12.5451;1.8162;4.5425
2014-03-26-19;13.6791;1.7901;4.3033
2014-03-26-20;13.6150;1.7427;4.2316
2014-03-26-21;13.1120;1.6448;4.2009
2014-03-26-22;13.9877;1.6218;4.0879
2014-03-26-23;15.1499;1.7238;4.0583
2014-03-27-00;15.5318;1.8154;4.1876
2014-03-27-01;14.5515;1.8051;4.2858
2014-03-27-02;14.1779;1.7578;4.3028
2014-03-27-03;15.4804;1.8115;4.3001
2014-03-27-04;17.2914;2.0087;4.3270
2014-03-27-05;17.7781;2.1857;4.4527
2014-03-27-06;17.8022;2.2822;4.5648
2014-03-27-07;17.4673;2.3062;4.6792
2014-03-27-08;17.1692;2.2890;4.7192
2014-03-27-09;16.8755;2.2560;4.7218
2014-03-27-10;16.3834;2.1980;4.7053
2014-03-27-11;15.7317;2.1075;4.6703
2014-03-27-12;15.2301;2.0066;4.5790
2014-03-27-13;14.7696;1.9068;4.4971
2014-03-27-14;14.5094;1.8203;4.4125
2014-03-27-15;14.6966;1.7709;4.3321
2014-03-27-16;14.7731;1.7455;4.2796
2014-03-27-17;14.8078;1.7279;4.2435
2014-03-27-18;14.8850;1.7187;4.2131
2014-03-27-19;14.9958;1.7215;4.1611
2014-03-27-20;14.8929;1.7214;4.1578
2014-03-27-21;14.3956;1.6977;4.1760
2014-03-27-22;13.6814;1.6391;4.1804
2014-03-27-23;13.0389;1.5563;4.1421
2014-03-28-00;12.4830;1.4659;4.0694
2014-03-28-01;11.9660;1.3759;3.9820
2014-03-28-02;11.6542;1.2969;3.8870
2014-03-28-03;11.2895;1.2273;3.7754
2014-03-28-04;11.1231;1.1668;3.6890
2014-03-28-05;11.2804;1.1291;3.6066
2014-03-28-06;11.2908;1.1077;3.5526
2014-03-28-07;11.3064;1.0936;3.4938
2014-03-28-08;11.1140;1.0757;3.4730
2014-03-28-09;10.5900;1.0385;3.4562
2014-03-28-10;9.9015;0.9816;3.4227
2014-03-28-11;9.9540;0.9420;3.3558
2014-03-28-12;10.3040;0.9383;3.3056
2014-03-28-13;10.3988;0.9480;3.2808
2014-03-28-14;10.3852;0.9538;3.2798
2014-03-28-15;10.9108;0.9761;3.2970
2014-03-28-16;11.1741;1.0131;3.3276
2014-03-28-17;11.0404;1.0462;3.3987
2014-03-28-18;12.0536;1.1238;3.4456
2014-03-28-19;12.0236;1.1952;3.5537
2014-03-28-20;11.8397;1.2336;3.6778
2014-03-28-21;11.4475;1.2480;3.7660
2014-03-28-22;10.8359;1.2321;3.8175
2014-03-28-23;10.4351;1.2006;3.8294
2014-03-29-00;10.3959;1.1742;3.8028
2014-03-29-01;10.1360;1.1464;3.7505
2014-03-29-02;9.7837;1.1075;3.7138
2014-03-29-03;9.6380;1.0683;3.6578
2014-03-29-04;9.3926;1.0318;3.5861
2014-03-29-05;9.1015;0.9959;3.5458
2014-03-29-06;8.8676;0.9621;3.5117
2014-03-29-07;9.1731;0.9441;3.4428
2014-03-29-08;9.7455;0.9514;3.3679
2014-03-29-09;9.9401;0.9684;3.3544
2014-03-29-10;9.5219;0.9676;3.3974
2014-03-29-11;8.9352;0.9419;3.4340
2014-03-29-12;8.7592;0.9061;3.4096
2014-03-29-13;8.3263;0.8604;3.3641
2014-03-29-14;8.1959;0.8145;3.2882
2014-03-29-15;8.5219;0.7860;3.1809
2014-03-29-16;8.5679;0.7709;3.0751
2014-03-29-17;8.7892;0.7657;3.0243
2014-03-29-18;9.0878;0.7728;2.9955
2014-03-29-19;9.1756;0.7813;2.9936
2014-03-29-20;9.3773;0.7907;2.9907
2014-03-29-21;9.4795;0.8008;2.9966
2014-03-29-22;9.0717;0.7964;3.0286
2014-03-29-23;9.0556;0.7870;3.0305
2014-03-30-00;8.9084;0.7733;3.0193
2014-03-30-01;8.3323;0.7451;3.0158
2014-03-30-02;8.1519;0.7143;2.9797
2014-03-30-03;8.4546;0.6994;2.9159
2014-03-30-04;8.5197;0.6940;2.8803
2014-03-30-05;8.3361;0.6850;2.8686
2014-03-30-06;8.3015;0.6757;2.8539
2014-03-30-07;8.3286;0.6695;2.8159
2014-03-30-08;8.0785;0.6572;2.8085
2014-03-30-09;7.6299;0.6341;2.8044
2014-03-30-10;7.1427;0.6033;2.7922
2014-03-30-11;6.5379;0.5674;2.7797
2014-03-30-12;6.2367;0.5346;2.7488
2014-03-30-13;6.7674;0.5188;2.6585
2014-03-30-14;6.9906;0.5160;2.5905
2014-03-30-15;7.3029;0.5216;2.5305
2014-03-30-16;7.5435;0.5331;2.5204
2014-03-30-17;7.7311;0.5477;2.5337
2014-03-30-18;8.0385;0.5665;2.5725
2014-03-30-19;8.4247;0.5909;2.5937
2014-03-30-20;8.1393;0.6004;2.6395
2014-03-30-21;8.0743;0.5992;2.6559
2014-03-30-22;7.8618;0.5913;2.6615
2014-03-30-23;7.3875;0.5724;2.6649
2014-03-31-00;7.0976;0.5497;2.6472
2014-03-31-01;7.0471;0.5306;2.6082
2014-03-31-02;7.0049;0.5156;2.5530
2014-03-31-03;7.0945;0.5042;2.5031
2014-03-31-04;6.8202;0.4889;2.4802
2014-03-31-05;6.4449;0.4682;2.4623
2014-03-31-06;6.4298;0.4507;2.4220
2014-03-31-07;6.4995;0.4393;2.3603
2014-03-31-08;6.0559;0.4221;2.3442
2014-03-31-09;5.5618;0.3993;2.3259
2014-03-31-10;5.3276;0.3772;2.2941
2014-03-31-11;5.2165;0.3586;2.2496
2014-03-31-12;4.9304;0.3412;2.2213
2014-03-31-13;4.7393;0.3255;2.1975
2014-03-31-14;5.0218;0.3175;2.1364
2014-03-31-15;4.7374;0.3109;2.1245
2014-03-31-16;4.5023;0.3034;2.1387
2014-03-31-17;4.4324;0.2982;2.1485
2014-03-31-18;4.4110;0.2962;2.1565
2014-03-31-19;4.6691;0.2999;2.1411
2014-03-31-20;4.9048;0.3097;2.1283
2014-03-31-21;5.0682;0.3231;2.1427
2014-03-31-22;5.4095;0.3410;2.1598
2014-03-31-23;5.3960;0.3565;2.2076
2014-04-01-00;5.0499;0.3626;2.2825
2014-04-01-01;4.9142;0.3648;2.3391
2014-04-01-02;4.9543;0.3684;2.3692
2014-04-01-03;4.5818;0.3697;2.4348
2014-04-01-04;4.0833;0.3676;2.5397
2014-04-01-05;3.9684;0.3664;2.6260
2014-04-01-06;3.7584;0.3665;2.7076
2014-04-01-07;3.6783;0.3677;2.7783
2014-04-01-08;3.9150;0.3712;2.7926
2014-04-01-09;4.2532;0.3780;2.7457
2014-04-01-10;4.7401;0.3898;2.6479
2014-04-01-11;5.5341;0.4124;2.5100
2014-04-01-12;6.0622;0.4433;2.4501
2014-04-01-13;6.1220;0.4680;2.4877
2014-04-01-14;6.1327;0.4852;2.5377
2014-04-01-15;6.3207;0.5013;2.5681
2014-04-01-16;6.7119;0.5213;2.6065
2014-04-01-17;6.9765;0.5413;2.6178
2014-04-01-18;6.8840;0.5512;2.6765
2014-04-01-19;7.0022;0.5588;2.6975
2014-04-01-20;7.0240;0.5657;2.7062
2014-04-01-21;6.9935;0.5711;2.7212
2014-04-01-22;7.1729;0.5798;2.7235
2014-04-01-23;7.3886;0.5937;2.7294
2014-04-02-00;7.4428;0.6088;2.7572
2014-04-02-01;7.6553;0.6283;2.8072
2014-04-02-02;7.9720;0.6562;2.8420
2014-04-02-03;8.2775;0.6899;2.8910
2014-04-02-04;8.6084;0.7284;2.9568
2014-04-02-05;8.5842;0.7577;3.0382
2014-04-02-06;8.4141;0.7729;3.1037
2014-04-02-07;8.2474;0.7775;3.1462
2014-04-02-08;8.3767;0.7810;3.1516
2014-04-02-09;9.0203;0.7987;3.1211
2014-04-02-10;9.0965;0.8152;3.1520
2014-04-02-11;7.7321;0.7934;3.2240
2014-04-02-12;6.0389;0.7425;3.3417
2014-04-02-13;5.7953;0.6948;3.3645
2014-04-02-14;5.4807;0.6512;3.3211
2014-04-02-15;5.3912;0.6094;3.2321
2014-04-02-16;5.7017;0.5741;3.0724
2014-04-02-17;5.9848;0.5487;2.9092
2014-04-02-18;6.3572;0.5362;2.7867
2014-04-02-19;6.8268;0.5415;2.7013
2014-04-02-20;7.1054;0.5594;2.6920
2014-04-02-21;7.2418;0.5780;2.7202
2014-04-02-22;7.1497;0.5867;2.7557
2014-04-02-23;6.8676;0.5810;2.7673
2014-04-03-00;6.3662;0.5602;2.7791
2014-04-03-01;5.6616;0.5283;2.7883
2014-04-03-02;5.1968;0.4936;2.7764
2014-04-03-03;5.1714;0.4634;2.7089
2014-04-03-04;5.5798;0.4424;2.5877
2014-04-03-05;6.2487;0.4360;2.4542
2014-04-03-06;6.9900;0.4484;2.3582
2014-04-03-07;7.6134;0.4764;2.3492
2014-04-03-08;8.0035;0.5118;2.4009
2014-04-03-09;8.5174;0.5555;2.4811
2014-04-03-10;8.8244;0.6012;2.5782
2014-04-03-11;8.5102;0.6271;2.6800
2014-04-03-12;8.3782;0.6427;2.7658
2014-04-03-13;8.8674;0.6707;2.7992
2014-04-03-14;9.7302;0.7243;2.8345
2014-04-03-15;10.7315;0.8067;2.9294
2014-04-03-16;11.6152;0.9080;3.0383
2014-04-03-17;12.3097;1.0107;3.1596
2014-04-03-18;12.9440;1.1068;3.3065
2014-04-03-19;13.5027;1.2072;3.4168
2014-04-03-20;13.5255;1.2899;3.5781
2014-04-03-21;13.3258;1.3478;3.7122
2014-04-03-22;13.3150;1.3978;3.8040
2014-04-03-23;13.0917;1.4344;3.8944
2014-04-04-00;12.2267;1.4363;3.9947
2014-04-04-01;12.0141;1.4220;4.0312
2014-04-04-02;13.2713;1.4500;3.9960
2014-04-04-03;14.6000;1.5418;3.9604
2014-04-04-04;14.6598;1.6192;4.0208
2014-04-04-05;14.4445;1.6495;4.0874
2014-04-04-06;13.6813;1.6306;4.1448
2014-04-04-07;13.0753;1.5878;4.1659
2014-04-04-08;12.9408;1.5563;4.1546
2014-04-04-09;12.9750;1.5438;4.1410
2014-04-04-10;12.7729;1.5365;4.1526
2014-04-04-11;12.9746;1.5464;4.1620
2014-04-04-12;13.5448;1.5989;4.1765
2014-04-04-13;14.1717;1.6909;4.2291
2014-04-04-14;14.4658;1.7892;4.3536
2014-04-04-15;13.9988;1.8456;4.4714
2014-04-04-16;13.6834;1.8618;4.5528
2014-04-04-17;13.7060;1.8601;4.5771
2014-04-04-18;13.4750;1.8283;4.5623
2014-04-04-19;12.9821;1.7613;4.5198
2014-04-04-20;12.3971;1.6727;4.4277
2014-04-04-21;11.7031;1.5716;4.3532
2014-04-04-22;11.1389;1.4729;4.2568
2014-04-04-23;10.6078;1.3813;4.1696
2014-04-05-00;9.6696;1.2860;4.1033
2014-04-05-01;8.0742;1.1790;4.0992
2014-04-05-02;6.3307;1.0699;4.1555
2014-04-05-03;4.9438;0.9702;4.2182
2014-04-05-04;3.9559;0.8824;4.2058
2014-04-05-05;3.5267;0.8030;4.1406
2014-04-05-06;3.3249;0.7287;4.0332
2014-04-05-07;3.0367;0.6590;3.9012
2014-04-05-08;2.6522;0.5944;3.7556
2014-04-05-09;2.5402;0.5355;3.6014
2014-04-05-10;2.8041;0.4824;3.4437
2014-04-05-11;3.3955;0.4355;3.2336
2014-04-05-12;3.8204;0.3964;2.9160
2014-04-05-13;4.0872;0.3639;2.6903
2014-04-05-14;4.2439;0.3384;2.4318
2014-04-05-15;4.2847;0.3168;2.2604
2014-04-05-16;4.4139;0.2987;2.1525
2014-04-05-17;4.5853;0.2864;2.0628
2014-04-05-18;4.7260;0.2794;1.9975
2014-04-05-19;4.8911;0.2764;1.9574
2014-04-05-20;4.9614;0.2752;1.9364
2014-04-05-21;5.2699;0.2782;1.9085
2014-04-05-22;6.0447;0.2931;1.8726
2014-04-05-23;6.9036;0.3234;1.8827
2014-04-06-00;7.4601;0.3624;1.9569
2014-04-06-01;8.0106;0.4092;2.0657
2014-04-06-02;8.6153;0.4672;2.1900
2014-04-06-03;8.7398;0.5181;2.3393
2014-04-06-04;8.5783;0.5498;2.4595
2014-04-06-05;8.4462;0.5700;2.5404
2014-04-06-06;8.4140;0.5875;2.5996
2014-04-06-07;8.6376;0.6110;2.6446
2014-04-06-08;8.6080;0.6292;2.6937
2014-04-06-09;8.7031;0.6419;2.7209
2014-04-06-10;8.8345;0.6559;2.7416
2014-04-06-11;8.6227;0.6661;2.7893
2014-04-06-12;8.6078;0.6834;2.8602
2014-04-06-13;8.6532;0.7167;2.9439
2014-04-06-14;8.5131;0.7544;3.0704
2014-04-06-15;8.2207;0.7830;3.1770
2014-04-06-16;7.8687;0.7956;3.2799
2014-04-06-17;7.6911;0.7962;3.3165
2014-04-06-18;7.5178;0.7864;3.3296
2014-04-06-19;7.8302;0.7766;3.2721
2014-04-06-20;8.1392;0.7721;3.1867
2014-04-06-21;8.8692;0.7814;3.0868
2014-04-06-22;10.2918;0.8284;2.9889
2014-04-06-23;11.3482;0.9111;3.0360
2014-04-07-00;11.1367;0.9754;3.2140
2014-04-07-01;11.7220;1.0608;3.3814
2014-04-07-02;12.0295;1.1794;3.5873
2014-04-07-03;11.2443;1.2409;3.7764
2014-04-07-04;10.5527;1.2377;3.8812
2014-04-07-05;10.4168;1.2156;3.8878
2014-04-07-06;9.7886;1.1781;3.8859
2014-04-07-07;8.4192;1.1055;3.9046
2014-04-07-08;7.9283;1.0258;3.8678
2014-04-07-09;7.6214;0.9565;3.7870
2014-04-07-10;7.5106;0.8974;3.6653
2014-04-07-11;7.7928;0.8517;3.5065
2014-04-07-12;7.7312;0.8122;3.3632
2014-04-07-13;7.3499;0.7669;3.2815
2014-04-07-14;7.1131;0.7221;3.1991
2014-04-07-15;7.0327;0.6851;3.1123
2014-04-07-16;7.1031;0.6590;3.0141
2014-04-07-17;7.3348;0.6460;2.9287
2014-04-07-18;7.8635;0.6509;2.8541
2014-04-07-19;8.5580;0.6787;2.8101
2014-04-07-20;9.1047;0.7243;2.8545
2014-04-07-21;10.2177;0.8005;2.9206
2014-04-07-22;10.8264;0.8882;3.0543
2014-04-07-23;10.9061;0.9537;3.1861
2014-04-08-00;11.1838;1.0136;3.2811
2014-04-08-01;11.5098;1.0876;3.4831
2014-04-08-02;13.9894;1.2410;3.8118
2014-04-08-03;14.9142;1.5023;4.0260
2014-04-08-04;15.5754;1.7381;4.1600
2014-04-08-05;15.9373;1.9055;4.3276
2014-04-08-06;15.7997;2.0134;4.5043
2014-04-08-07;15.8934;2.1284;4.7147
2014-04-08-08;15.1338;2.1913;4.8908
2014-04-08-09;11.9521;2.0358;5.0062
2014-04-08-10;11.9202;1.8503;4.8994
2014-04-08-11;16.4688;2.0018;4.6810
2014-04-08-12;17.4586;2.4022;4.8705
2014-04-08-13;17.8144;2.7034;5.2215
2014-04-08-14;17.6719;2.9322;5.5066
2014-04-08-15;17.6815;3.0734;5.7692
2014-04-08-16;17.8323;3.1806;5.9006
2014-04-08-17;17.2866;3.2089;5.9795
2014-04-08-18;17.2012;3.1933;6.0124
2014-04-08-19;17.9339;3.2623;6.0258
2014-04-08-20;18.1244;3.3639;6.1231
2014-04-08-21;18.4075;3.4832;6.2387
2014-04-08-22;17.6238;3.4931;6.3181
2014-04-08-23;16.8343;3.3588;6.2972
2014-04-09-00;15.4248;3.1145;6.2042
2014-04-09-01;14.1204;2.8320;6.0312
2014-04-09-02;12.9481;2.5623;5.8699
2014-04-09-03;12.2790;2.3341;5.6684
2014-04-09-04;11.1983;2.1327;5.5106
2014-04-09-05;10.0696;1.9530;5.4153
2014-04-09-06;9.0246;1.8006;5.3721
2014-04-09-07;8.1385;1.6771;5.3637
2014-04-09-08;7.3351;1.5779;5.3952
2014-04-09-09;7.4920;1.5034;5.3552
2014-04-09-10;7.3163;1.4460;5.2802
2014-04-09-11;6.8591;1.3978;5.2416
2014-04-09-12;6.1626;1.3571;5.2958
2014-04-09-13;6.4289;1.3278;5.2558
2014-04-09-14;6.6358;1.3043;5.1493
2014-04-09-15;6.5468;1.2764;5.0624
2014-04-09-16;6.6961;1.2442;4.9574
2014-04-09-17;7.2175;1.2146;4.7761
2014-04-09-18;7.8809;1.1941;4.5375
2014-04-09-19;8.5414;1.1865;4.3083
2014-04-09-20;8.4102;1.1762;4.2139
2014-04-09-21;7.5174;1.1450;4.2568
2014-04-09-22;6.6708;1.1022;4.3521
2014-04-09-23;6.2001;1.0607;4.4226
2014-04-10-00;5.9756;1.0237;4.4364
2014-04-10-01;6.0606;0.9912;4.3788
2014-04-10-02;6.2576;0.9630;4.2621
2014-04-10-03;6.5014;0.9385;4.1123
2014-04-10-04;6.7404;0.9171;3.9609
2014-04-10-05;6.7687;0.8958;3.8506
2014-04-10-06;6.5357;0.8698;3.8123
2014-04-10-07;6.1855;0.8389;3.7881
2014-04-10-08;5.8164;0.8048;3.7845
2014-04-10-09;5.5588;0.7711;3.7626
2014-04-10-10;5.1697;0.7380;3.7533
2014-04-10-11;4.6962;0.7050;3.7747
2014-04-10-12;4.4407;0.6739;3.7827
2014-04-10-13;4.5457;0.6464;3.7195
2014-04-10-14;4.8770;0.6239;3.5654
2014-04-10-15;5.0274;0.6052;3.4086
2014-04-10-16;5.1893;0.5891;3.2749
2014-04-10-17;5.3407;0.5752;3.1632
2014-04-10-18;5.0653;0.5590;3.1318
2014-04-10-19;4.6061;0.5391;3.1634
2014-04-10-20;4.4150;0.5205;3.1832
2014-04-10-21;4.4510;0.5063;3.1607
2014-04-10-22;4.6858;0.4978;3.0906
2014-04-10-23;5.0976;0.4964;2.9789
2014-04-11-00;5.4960;0.5023;2.8710
2014-04-11-01;5.7759;0.5138;2.8147
2014-04-11-02;5.9480;0.5292;2.8107
2014-04-11-03;6.0863;0.5483;2.8395
2014-04-11-04;6.1959;0.5703;2.8885
2014-04-11-05;6.1272;0.5900;2.9807
2014-04-11-06;6.2826;0.6061;3.0478
2014-04-11-07;7.0921;0.6244;2.9864
2014-04-11-08;7.5936;0.6461;2.8915
2014-04-11-09;7.7651;0.6623;2.8803
2014-04-11-10;8.1590;0.6792;2.8734
2014-04-11-11;7.9376;0.6872;2.9290
2014-04-11-12;8.0720;0.6925;2.9422
2014-04-11-13;8.7168;0.7190;2.9517
2014-04-11-14;8.7366;0.7515;3.0102
2014-04-11-15;7.8227;0.7517;3.1185
2014-04-11-16;6.9670;0.7297;3.2083
2014-04-11-17;6.7546;0.7114;3.2505
2014-04-11-18;6.6946;0.7023;3.2656
2014-04-11-19;6.8374;0.7025;3.2460
2014-04-11-20;6.1254;0.6997;3.3170
2014-04-11-21;4.5257;0.6937;3.5743
2014-04-11-22;3.3979;0.7043;3.9159
2014-04-11-23;2.5392;0.7390;4.2479
2014-04-12-00;3.1221;0.7917;4.5657
2014-04-12-01;4.0380;0.8497;4.8140
2014-04-12-02;5.6080;0.9017;4.7381
2014-04-12-03;7.0774;0.9498;4.1723
2014-04-12-04;8.0818;1.0007;3.7549
2014-04-12-05;8.9432;1.0432;3.6121
2014-04-12-06;9.4450;1.0726;3.5930
2014-04-12-07;9.5568;1.0844;3.6150
2014-04-12-08;9.6837;1.0852;3.6235
2014-04-12-09;10.0157;1.0891;3.5870
2014-04-12-10;10.5727;1.1047;3.5642
2014-04-12-11;10.8133;1.1231;3.5546
2014-04-12-12;10.4958;1.1200;3.6112
2014-04-12-13;10.0609;1.0971;3.6432
2014-04-12-14;10.2114;1.0819;3.6143
2014-04-12-15;10.9225;1.1025;3.5841
2014-04-12-16;11.6493;1.1698;3.6021
2014-04-12-17;12.6952;1.2947;3.7261
2014-04-12-18;13.5577;1.4811;3.9539
2014-04-12-19;14.0355;1.6968;4.2222
2014-04-12-20;14.1607;1.8932;4.5461
2014-04-12-21;13.1305;1.9600;4.8051
2014-04-12-22;13.6476;2.0268;4.9340
2014-04-12-23;12.0688;2.0159;5.1053
2014-04-13-00;12.7404;2.0107;5.1191
2014-04-13-01;12.3108;2.0192;5.1439
2014-04-13-02;11.1212;1.9538;5.1717
2014-04-13-03;11.2265;1.8758;5.1137
2014-04-13-04;11.8703;1.8451;4.9855
2014-04-13-05;12.5690;1.8817;4.9040
2014-04-13-06;12.9670;1.9724;4.9434
2014-04-13-07;13.4116;2.0918;5.0520
2014-04-13-08;13.7208;2.2204;5.1876
2014-04-13-09;13.8802;2.3480;5.3817
2014-04-13-10;13.7851;2.4659;5.5627
2014-04-13-11;13.5492;2.5706;5.7588
2014-04-13-12;13.3579;2.6571;5.9477
2014-04-13-13;13.1373;2.7094;6.0747
2014-04-13-14;13.1531;2.7352;6.1492
2014-04-13-15;13.9322;2.7736;6.1132
2014-04-13-16;14.7076;2.8377;6.0212
2014-04-13-17;15.3251;2.9085;5.9442
2014-04-13-18;15.5031;2.9531;5.9156
2014-04-13-19;14.7194;2.9198;5.9654
2014-04-13-20;15.4132;2.8697;5.8833
2014-04-13-21;16.0564;2.8633;5.6791
2014-04-13-22;16.2073;2.8940;5.6659
2014-04-13-23;15.9362;2.9257;5.7849
2014-04-14-00;16.5966;2.9777;5.8108
2014-04-14-01;17.1752;3.0991;5.8967
2014-04-14-02;16.8370;3.2399;6.0960
2014-04-14-03;17.5343;3.4251;6.3284
2014-04-14-04;17.0132;3.5397;6.5005
2014-04-14-05;17.1455;3.5681;6.5699
2014-04-14-06;20.7278;3.8273;6.6264
2014-04-14-07;20.3060;4.1294;6.7462
2014-04-14-08;18.4449;4.1028;6.8857
2014-04-14-09;16.4930;3.8396;6.8995
2014-04-14-10;16.3744;3.5921;6.7644
2014-04-14-11;17.5663;3.5232;6.5458
2014-04-14-12;17.5654;3.5323;6.4747
2014-04-14-13;17.6788;3.5396;6.4661
2014-04-14-14;18.0669;3.6064;6.4830
2014-04-14-15;17.9820;3.6658;6.5457
2014-04-14-16;19.2633;3.8277;6.5904
2014-04-14-17;19.9545;4.0977;6.8004
2014-04-14-18;20.4439;4.4000;7.0189
2014-04-14-19;21.0128;4.7059;7.2458
